ID1,ID2,lat,long,alt
L1893739,Roger_Mills,35.7986486,-99.8805708,.
L1894233,Roger_Mills,35.8617344,-99.9790882,.
L188868,Cherokee,35.915443,-95.25354,.
L144447,Wagoner,35.9504128,-95.298439,.
L190292,Payne,36.138172,-97.07618,.
L151183,Rio_Arriba,36.239964,-106.42837,.
L150449,Delaware,36.591778,-94.80583,.
L152429,Texas,36.66609,-101.14649,.
L188970,Osage,36.694874,-96.901146,.
L152431,Beaver,36.853962,-100.056274,.
L152433,Harper,36.868145,-99.86354,.
L1678526,Morton,37.0103873,-101.8908119,.
L688014,Morton,37.0959565,-101.7614651,.
L618570,Sumner,37.1880615,-97.2037375,.
L618549,Cowley,37.3550125,-96.8752098,.
L150915,Sedgwick,37.667984,-97.22147,.
L213003,Coffey,38.2513139,-95.8006538,.
L150519,Linn,38.257328,-94.700165,.
L166243,Barton,38.344463,-98.51972,.
L149601,Osage,38.5113564,-95.705513,.
L292704,Lyon,38.5402926,-96.0612781,.
L506331,Lyon,38.5419358,-96.0623331,.
L859085,Franklin,38.6439587,-95.2159309,.
L149597,Douglas,38.9028893,-95.4242706,.
L150785,Johnson,38.91261,-94.81592,.
L149586,Johnson,38.9198456,-94.7053299,.
L940395,Dickinson,38.9433891,-97.1788788,.
L149467,Shawnee,39.0044403,-95.631134,.
L144862,Johnson,39.0095571,-94.6841612,.
L149634,Shawnee,39.0212784,-95.7184677,.
L149600,Jefferson,39.1126251,-95.4243622,.
L293468,Jefferson,39.116784,-95.4426579,.
L1672849,Riley,39.2493376,-96.5927013,.
L149590,Pottawatomie,39.2538376,-96.5880356,.
L210574,Grant,32.6746878,-107.8540359,.
L210400,Grant,32.6896661,-108.3005569,.
L589324,Sierra,32.8988309,-107.3361683,.
L210635,Grant,32.9491352,-108.5930479,.
L226964,Grant,33.0255387,-108.5418361,.
L225742,Grant,33.0333392,-108.1587246,.
L210920,Grant,33.0657382,-108.8132596,.
L152906,Lea,33.255283,-103.31534,.
L1523753,Lincoln,33.3952677,-105.6685994,.
L218298,Roosevelt,33.8610931,-103.7278916,.
L157307,Roosevelt,33.937521,-103.6296344,.
L275184,Cotton,34.2028188,-98.4704826,.
L1086491,Comanche,34.7355467,-98.5389948,.
L155317,Comanche,34.73752,-98.66194,.
L196248,Valencia,34.7619632,-106.7116165,.
L225200,Valencia,34.7623681,-106.7096797,.
L148666,Curry,34.807106,-103.206543,.
L158305,Valencia,34.821728,-106.69901,.
L213350,Guadalupe,34.9403846,-104.6599924,.
L199634,Bernalillo,35.0855601,-106.6739024,.
L152439,Quay,35.11585,-103.33107,.
L192189,Bernalillo,35.1586526,-106.6950989,.
L208287,Bernalillo,35.1642687,-106.4652173,.
L220553,Bernalillo,35.2084593,-106.6056633,.
L213348,San_Miguel,35.3916748,-104.1441461,.
L275497,Sequoyah,35.4296518,-95.0099544,.
L978198,Oklahoma,35.5860523,-97.6063585,.
L275553,Sequoyah,35.619098,-95.0575304,.
L228772,McKinley,35.6981432,-108.1300155,.
L192318,Mora,35.795918,-104.841675,.
L227229,Wagoner,35.871898,-95.4012166,.
L213831,Sandoval,35.8902581,-107.160732,.
L233078,Wagoner,35.8993056,-95.4466757,.
L233077,Wagoner,35.9014839,-95.4401902,.
L215409,McKinley,35.909457,-109.034783,.
L189354,Cherokee,35.91883,-95.24769,.
L142201,McKinley,35.9215965,-109.0354767,.
L213739,Rio_Arriba,36.0359891,-106.8481923,.
L211444,Payne,36.1570839,-97.0643197,.
L140636,Rogers,36.291954,-95.7702408,.
L2463286,Colfax,36.2962076,-105.2568126,.
L212751,Rio_Arriba,36.6576111,-106.0259347,.
L1399845,Texas,36.6617501,-101.1348049,.
L190877,Beaver,36.758274,-100.84529,.
L498364,Texas,36.77423,-101.3431692,.
L212759,Rio_Arriba,36.7777129,-106.0470781,.
L225058,San_Juan,36.808847,-108.2232241,.
L359428,San_Juan,36.8088724,-107.6022434,.
L156460,San_Juan,36.829533,-107.6529,.
L190879,Beaver,36.833145,-100.86431,.
L473311,Morton,37.1241913,-101.8082428,.
L753085,Haskell,37.4750761,-100.8702164,.
L970536,Grant,37.5884588,-101.3790464,.
L209803,Ford,37.8519332,-99.8576868,.
L2696382,Butler,38.0452522,-96.6350555,.
L201203,Coffey,38.2416615,-95.7709993,.
L961336,Rice,38.3481185,-98.2257557,.
L960795,McPherson,38.4052449,-97.7492452,.
L492332,Osage,38.6568958,-95.5924487,.
L200579,Wabaunsee,38.864681,-96.1936527,.
L167635,Johnson,38.9150788,-94.97509,.
L960396,Johnson,38.9834274,-94.6871388,.
L1765498,Pottawatomie,39.1859158,-96.5333709,.
L208314,Jefferson,39.3423291,-95.4740583,.
L2089755,Doniphan,39.7573851,-94.9075842,.
L959760,Washington,39.9267858,-97.1198745,.
L279379,Eddy,32.2184796,-104.0017972,.
L233299,Dona_Ana,32.2621069,-106.8227566,.
L277870,Dona_Ana,32.2632716,-106.8251051,.
L276226,Dona_Ana,32.2839397,-106.7867305,.
L278396,Dona_Ana,32.371836,-106.4619248,.
L183041,Otero,32.820164,-105.93752,.
L210363,Sierra,32.8637895,-107.3063986,.
L784044,Sierra,32.9851435,-107.2894657,.
L279672,Lea,33.252272,-103.296955,.
L767539,Lincoln,33.332823,-105.6307983,.
L270930,Socorro,33.628847,-107.0047389,.
L250978,Socorro,33.7722816,-106.8977191,.
L2741,Socorro,33.9072,-106.5132,.
L272233,Atoka,34.38589,-96.12837,.
L192154,Curry,34.40478,-103.2055,.
L250176,Curry,34.4165828,-103.2056281,.
L251038,Socorro,34.4366236,-106.8046345,.
L242085,Atoka,34.4629508,-96.0991218,.
L242083,Atoka,34.4756967,-96.1015797,.
L251508,Socorro,34.4760256,-106.8061543,.
L246124,Atoka,34.5048718,-96.0838012,.
L247412,Coal,34.5062791,-96.0969973,.
L279147,Atoka,34.5148756,-95.9012264,.
L270856,Curry,34.5795992,-103.2141619,.
L1476885,Torrance,34.6120812,-106.025379,.
L276918,Comanche,34.6213733,-98.3924524,.
L208445,Valencia,34.691685,-106.7723832,.
L277324,Kiowa,34.7701038,-99.038206,.
L277323,Kiowa,34.7978441,-99.0060772,.
L278210,Kiowa,34.8833001,-99.2867617,.
L278216,Greer,34.9258209,-99.3163118,.
L278214,Greer,34.9417076,-99.3573544,.
