ID1,ID2,lat,long,alt
L278652,Cibola,35.0623961,-107.594862,.
L2723906,Bernalillo,35.0776077,-106.6617376,.
L278667,McKinley,35.0789098,-108.8145134,.
L1168305,Bernalillo,35.093077,-106.6813606,.
L245589,McClain,35.18942,-97.5129679,.
L272829,Bernalillo,35.1897168,-106.6450677,.
L339165,Bernalillo,35.2084325,-106.6051265,.
L248371,McKinley,35.2214697,-108.6327541,.
L193042,Sandoval,35.23784,-106.60658,.
L1868305,Sandoval,35.2470526,-106.6601747,.
L265648,San_Miguel,35.5306314,-105.1719778,.
L263554,San_Miguel,35.5540333,-105.682919,.
L264152,Oklahoma,35.5760587,-97.6635639,.
L252932,Custer,35.6247298,-99.2497676,.
L252253,Santa_Fe,35.683,-106.167,.
L250676,Mora,35.8969103,-105.1650625,.
L274778,Cherokee,35.9153218,-95.2495634,.
L235923,Cherokee,36.0009219,-95.2185095,.
L241504,Cherokee,36.0312314,-94.9017948,.
L254180,Rio_Arriba,36.05797,-106.08059,.
L211443,Payne,36.1036294,-96.9086217,.
L248913,Payne,36.1216529,-97.2101212,.
L200639,Rio_Arriba,36.1290243,-106.0365651,.
L235602,Payne,36.1298587,-97.1504896,.
L274776,Payne,36.155136,-97.0772922,.
L242003,Rio_Arriba,36.208064,-106.3259087,.
L271744,Rio_Arriba,36.2293057,-105.8572853,.
L451975,Colfax,36.2987827,-105.2588226,.
L182989,Colfax,36.54099,-104.539986,.
L248761,Cimarron,36.7186328,-102.98395,.
L247507,Alfalfa,36.7556719,-98.3616514,.
L241446,Colfax,36.8930647,-104.4462892,.
L241472,Colfax,36.9193872,-104.3707253,.
L267712,Cimarron,36.92642,-102.95924,.
L341228,Morton,37.006461,-101.897534,.
L131533,Morton,37.0154991,-101.8908997,.
L959832,Barber,37.0200982,-98.9516258,.
L990046,Morton,37.1214539,-101.8957901,.
L1179420,Comanche,37.2496674,-99.3493188,.
L1314416,Cowley,37.3522834,-96.8949509,.
L959880,Pratt,37.6403349,-98.7409973,.
L961226,Sedgwick,37.6794729,-97.1860886,.
L868598,Wilson,37.697473,-95.671606,.
L248559,Sedgwick,37.7040729,-97.2958648,.
L248278,Sedgwick,37.7189125,-97.4186836,.
L249601,Sedgwick,37.7442685,-97.2635707,.
L887292,Bourbon,37.7786523,-94.7566939,.
L737395,Hamilton,37.9847984,-101.7508221,.
L802623,Harvey,38.0778927,-97.5821972,.
L959837,Reno,38.1605438,-98.419261,.
L210542,Barton,38.5212983,-98.7789318,.
L292733,Ellsworth,38.6346559,-97.9875544,.
L274553,Miami,38.6781714,-94.9189908,.
L292696,Wabaunsee,38.867081,-96.1911738,.
L880807,Johnson,38.8752649,-94.8722219,.
L940399,Saline,38.8792741,-97.7096558,.
L341206,Lincoln,38.9071839,-98.4800446,.
L252621,Douglas,38.9153459,-95.3566074,.
L272314,Johnson,38.9242767,-94.6233822,.
L157481,Douglas,38.92806,-95.228134,.
L211164,Johnson,38.9629126,-94.8134923,.
L292638,Shawnee,39.019012,-95.7224351,.
L301647,Johnson,39.0432064,-94.8054421,.
L154707,Wyandotte,39.075047,-94.85861,.
L1857275,Geary,39.0755356,-96.905185,.
L1857328,Geary,39.0868308,-96.9404614,.
L271686,Wyandotte,39.1168889,-94.6108207,.
L468379,Leavenworth,39.1259972,-95.1515193,.
L340202,Riley,39.2514506,-96.5964707,.
L884562,Brown,39.9469076,-95.7818985,.
L311940,Hidalgo,31.33348,-108.39335,.
L279634,Hidalgo,31.54045,-109.01137,.
L366790,Hidalgo,31.6289023,-108.8504791,.
L366721,Hidalgo,31.7359782,-108.8158894,.
L189706,Hidalgo,31.74623,-108.8102,.
L366057,Hidalgo,31.7645158,-108.7922859,.
L385013,Hidalgo,31.7959626,-108.8533115,.
L371234,Dona_Ana,31.8341623,-106.6081309,.
L470938,Luna,31.8839349,-107.8558731,.
L293015,Dona_Ana,32.2130041,-106.7543353,.
L281450,Dona_Ana,32.2305398,-106.801318,.
L279018,Dona_Ana,32.2476348,-106.8223933,.
L275718,Luna,32.2731778,-107.6772651,.
L311944,Hidalgo,32.3092804,-108.6078171,.
L279310,Dona_Ana,32.3224,-106.804122,.
L280729,Dona_Ana,32.3496456,-106.3946934,.
L154408,Grant,32.410152,-108.47511,.
L274896,Dona_Ana,32.4560337,-106.7219629,.
L335262,Dona_Ana,32.4907235,-106.9201845,.
L140815,Eddy,32.4940414,-104.245697,.
L603372,Luna,32.5809564,-107.3793411,.
L337472,Grant,32.707542,-108.285198,.
L280730,Otero,32.7950727,-106.2129366,.
L279666,Sierra,32.84867,-107.31958,.
L302294,Otero,32.8856417,-105.4808548,.
L269541,Sierra,32.9076195,-107.2961998,.
L337576,Grant,32.9685539,-108.5904229,.
L334455,Grant,32.9948435,-108.5798155,.
L324111,Grant,33.045718,-108.5297742,.
L280975,Sierra,33.151188,-107.203,.
L281397,Sierra,33.2257357,-107.2058963,.
L279118,Sierra,33.2742674,-107.1725917,.
L2091230,Socorro,33.54894,-107.28102,.
L360891,Socorro,33.7120067,-106.9307578,.
L112576,Lincoln,33.74363,-105.61709,.
L365442,Socorro,33.7994444,-106.8661111,.
L365448,Socorro,33.8194444,-106.8583333,.
L290096,Catron,33.8718859,-108.7531293,.
L302759,Socorro,34.001923,-106.8726874,.
L365692,McCurtain,34.0260591,-94.7395706,.
L270855,Roosevelt,34.0864982,-103.0720782,.
L367887,McCurtain,34.19401,-94.67582,.
L158131,Socorro,34.42326,-106.8291,.
L268207,Roosevelt,34.4343548,-103.7991207,.
L359136,Torrance,34.5253686,-106.2258625,.
L334798,Comanche,34.5414374,-98.3310269,.
L260713,Atoka,34.5428551,-96.0455225,.
L278737,Valencia,34.6387123,-106.7653648,.
L332466,Comanche,34.644249,-98.3418144,.
L197167,Valencia,34.66286,-106.77658,.
L275039,Comanche,34.7029391,-98.6359406,.
L329730,Comanche,34.7123513,-98.6327968,.
L335065,Kiowa,34.739656,-99.0189042,.
L281054,Garvin,34.75963,-97.20444,.
L277322,Kiowa,34.7892308,-98.9732516,.
L300792,Valencia,34.7894055,-106.6940209,.
L293317,Bernalillo,34.9953221,-106.6870415,.
L247656,Bernalillo,35.0827079,-106.6549553,.
L1000726,Bernalillo,35.084377,-106.6203403,.
L458854,Bernalillo,35.0851057,-106.6224834,.
L324109,Bernalillo,35.0906664,-106.6810414,.
L301328,Bernalillo,35.0944341,-106.6193189,.
L232322,Bernalillo,35.152839,-106.6931291,.
L3231837,Bernalillo,35.1584246,-106.6941118,.
L266709,Bernalillo,35.1589476,-106.6954261,.
L628928,Bernalillo,35.1959747,-106.641646,.
L366705,Bernalillo,35.1992369,-106.6392231,.
L341364,Bernalillo,35.2028426,-106.6037263,.
L2893749,Bernalillo,35.2067061,-106.6361761,.
L281112,Cibola,35.2851577,-108.1190395,.
L357904,McKinley,35.32556,-108.2004833,.
L350539,Washita,35.3992197,-98.7031898,.
L1165633,Sandoval,35.4405333,-106.6648865,.
L365698,Sequoyah,35.4473684,-94.9725795,.
L2397838,Oklahoma,35.4545747,-97.436802,.
L304742,San_Miguel,35.5059039,-104.0587321,.
L350532,Custer,35.564874,-98.6829736,.
L303580,Roger_Mills,35.6160946,-99.7103015,.
L281221,Sandoval,35.6178243,-106.3251532,.
L304413,Santa_Fe,35.6294159,-106.0903483,.
L306279,Sandoval,35.6308446,-106.312097,.
L125550,Santa_Fe,35.68693,-105.93758,.
L358510,Santa_Fe,35.7804299,-105.9442091,.
L301357,Mora,35.84081,-105.0512,.
L234704,Cherokee,35.8478563,-95.2314381,.
L340652,Logan,35.8739248,-97.4959243,.
L254704,Mora,35.8796479,-105.2174494,.
L697350,Tulsa,35.9587293,-95.8418941,.
L355990,Rio_Arriba,35.9956,-106.0701,.
L2087921,Rio_Arriba,36.0063399,-106.1717033,.
L280775,Logan,36.1108974,-97.439602,.
L280715,Payne,36.1137345,-97.234669,.
L271234,Tulsa,36.1174784,-95.9273763,.
L1099417,Payne,36.1225802,-97.1023607,.
L214816,Rio_Arriba,36.1272689,-106.0340356,.
L1099434,Noble,36.1592907,-97.2148848,.
L355186,Mayes,36.2346479,-95.336792,.
L112945,Osage,36.58632,-96.53715,.
L345424,Rio_Arriba,36.7184224,-106.8762823,.
L318685,San_Juan,36.7323369,-108.1866163,.
L345421,Rio_Arriba,36.7414192,-106.997141,.
L345851,Rio_Arriba,36.7424863,-106.996007,.
L357767,San_Juan,36.7966394,-108.1014347,.
L275830,Ottawa,36.7985467,-94.7539504,.
L356092,Alfalfa,36.7992778,-98.2498333,.
L326650,San_Juan,36.8158832,-107.6299516,.
L283017,Colfax,36.9608791,-104.3888275,.
L957455,Cherokee,37.0654511,-94.7042084,.
L753076,Stevens,37.1701385,-101.1691303,.
L154326,Crawford,37.449707,-94.71166,.
L303511,Woodson,37.79894,-95.94917,.
L959729,Kearny,37.980604,-101.2021065,.
L212681,Harvey,38.04671,-97.34501,.
L550993,Stafford,38.1876011,-98.534317,.
L190718,Anderson,38.25619,-95.313934,.
L885559,Lyon,38.3341834,-95.9848022,.
L151019,Miami,38.71367,-94.96658,.
L158617,Johnson,38.741592,-94.71884,.
L140132,Johnson,38.8019447,-94.9441681,.
L1339393,Johnson,38.8290699,-94.7523614,.
L357292,Johnson,38.8344928,-94.7486687,.
L343027,Johnson,38.8608719,-94.6274837,.
L959727,Ellis,38.878205,-99.2621613,.
L292693,Douglas,38.9031061,-95.4902208,.
L292461,Shawnee,38.9066619,-95.8170429,.
L297924,Shawnee,38.9232387,-95.7336348,.
L246915,Johnson,38.9374663,-94.6366336,.
L301589,Wabaunsee,38.963665,-96.243951,.
L292737,Douglas,38.9747146,-95.23526,.
L140365,Johnson,38.9861107,-94.7994461,.
L854556,Johnson,39.0063749,-94.7513428,.
L895149,Johnson,39.0073528,-94.8112822,.
L143736,Johnson,39.0098877,-94.6821671,.
L140583,Johnson,39.0379982,-94.8121719,.
L627070,Geary,39.0852375,-96.8970108,.
L1838850,Riley,39.1031237,-96.5521463,.
L351110,Jefferson,39.1215216,-95.4387896,.
L1838898,Riley,39.1420773,-96.6399511,.
L140778,Wyandotte,39.1609726,-94.7900543,.
L1873208,Clay,39.2393921,-97.0177949,.
L360451,Nemaha,39.7409864,-96.0177612,.
L279840,Hidalgo,31.620252,-108.8637602,.
L371474,Dona_Ana,31.7992818,-106.5556669,.
L277992,Luna,31.8064899,-107.6339308,.
L366278,Dona_Ana,31.8071962,-106.5585423,.
L366755,Dona_Ana,31.8349826,-106.6082811,.
L458937,Dona_Ana,31.8361493,-106.6916656,.
L366773,Dona_Ana,31.8447168,-106.6045475,.
L350268,Dona_Ana,31.8643487,-106.6539848,.
L454487,Dona_Ana,32.0354561,-106.6727614,.
L785640,Hidalgo,32.0559935,-109.039607,.
L453229,Dona_Ana,32.0895557,-106.7111492,.
L438649,Eddy,32.1098416,-104.4676208,.
L383000,Dona_Ana,32.140153,-106.680336,.
L382998,Dona_Ana,32.176012,-106.719346,.
L454476,Dona_Ana,32.2033601,-106.7434216,.
L449470,Dona_Ana,32.2277957,-106.7982244,.
L281448,Dona_Ana,32.2338065,-106.7930162,.
L278354,Dona_Ana,32.238302,-106.737932,.
L372514,Dona_Ana,32.2497567,-107.1146393,.
L273327,Dona_Ana,32.27009,-106.80056,.
L279629,Dona_Ana,32.2814446,-106.7603094,.
L274846,Dona_Ana,32.2956722,-106.7984207,.
L284088,Hidalgo,32.359872,-108.7007898,.
L520265,Eddy,32.41069,-104.2272949,.
L328169,Dona_Ana,32.4623935,-106.904849,.
L383951,Dona_Ana,32.4633535,-106.9031525,.
L343593,Dona_Ana,32.5353938,-106.9864985,.
L391205,Grant,32.638363,-108.561573,.
L392747,Dona_Ana,32.6472527,-107.0639992,.
L385344,Dona_Ana,32.6548407,-107.0763588,.
L606368,Dona_Ana,32.6564305,-107.0995331,.
L177817,Grant,32.77008,-108.2806,.
L370512,Sierra,32.8611323,-107.3158264,.
L387967,Grant,32.8823623,-107.9941893,.
L299217,Grant,32.96587,-108.57661,.
L442396,Grant,32.9683474,-108.5878372,.
L343996,Otero,33.0625134,-106.0279736,.
L281393,Sierra,33.1828477,-107.2054657,.
L435592,Catron,33.2313648,-108.2352448,.
L367137,Socorro,33.4818539,-106.625061,.
L276090,Lincoln,33.5436871,-105.5728978,.
L404649,Socorro,33.9820863,-106.8626404,.
L321772,Socorro,34.0704704,-106.9000227,.
L112922,Jefferson,34.0746,-97.83082,.
L278151,Curry,34.3813162,-103.2115829,.
L335493,Curry,34.4357664,-103.2979698,.
L112957,Stephens,34.49017,-97.85128,.
L275029,Comanche,34.6191317,-98.3925676,.
L382097,Comanche,34.6200712,-98.4166431,.
L371428,Comanche,34.63914,-98.6236668,.
L1531938,Guadalupe,34.73763,-104.460205,.
L387913,Comanche,34.7411188,-98.6101913,.
L196055,Torrance,34.75836,-106.05557,.
L272232,Comanche,34.7589958,-98.4999479,.
L451773,Kiowa,34.7703836,-99.0297318,.
L371402,Greer,34.904868,-99.3050766,.
L475673,Bernalillo,34.9539152,-106.6769028,.
L475661,Bernalillo,34.9621104,-106.6756153,.
L474797,McKinley,35.0686076,-108.8513374,.
L417290,Bernalillo,35.09009,-106.61908,.
L190847,Bernalillo,35.1012573,-106.5138855,.
L381559,Bernalillo,35.1308247,-106.6833401,.
L182935,Bernalillo,35.134983,-106.64307,.
L450479,Bernalillo,35.1394935,-106.6877174,.
L225854,Bernalillo,35.151136,-106.6975616,.
L421807,Bernalillo,35.1606788,-106.6721606,.
L368516,Cleveland,35.1631523,-97.4448252,.
L404806,Bernalillo,35.2038833,-106.6320777,.
L142510,Cleveland,35.2225685,-97.4395065,.
L469557,Sandoval,35.2262333,-106.6064167,.
L457162,Sandoval,35.2722222,-106.5972222,.
L383388,Sequoyah,35.4443792,-94.9733734,.
L391209,Caddo,35.48909,-98.5401,.
L455896,Roger_Mills,35.5249617,-99.8228073,.
L350520,Custer,35.52615,-98.70755,.
L317828,Sandoval,35.547277,-106.78359,.
L372227,Custer,35.5791504,-99.2312622,.
L306278,Sandoval,35.6485166,-106.3087018,.
L153249,Oklahoma,35.65285,-97.47812,.
L375155,Creek,35.6887423,-96.4116383,.
L242592,Muskogee,35.7976,-95.25054,.
L112894,Blaine,35.86194,-98.41815,.
L383060,Wagoner,35.8773672,-95.2751541,.
L383515,Wagoner,35.8990626,-95.311203,.
L376975,Mora,35.9201961,-104.8045921,.
L293121,Mora,35.9208132,-104.8044054,.
L188866,Wagoner,35.938297,-95.278275,.
L292304,Tulsa,35.942,-95.88337,.
L112580,Mora,36.02173,-105.01837,.
L380753,Tulsa,36.0296659,-95.8969116,.
L456479,Creek,36.0353922,-96.1487818,.
L469946,Sandoval,36.0860086,-106.9749069,.
L378918,Tulsa,36.0863554,-95.8799171,.
L225047,Payne,36.1011392,-97.1408277,.
L380009,Tulsa,36.1209596,-95.9849739,.
L378913,Tulsa,36.1366963,-95.8658409,.
L292311,Tulsa,36.1521125,-96.2512968,.
L286702,Tulsa,36.1769654,-95.8623156,.
L214311,Sandoval,36.2017321,-106.9425014,.
L130783,Tulsa,36.2232638,-95.9033443,.
L286740,Tulsa,36.2349745,-95.9388045,.
L476217,Taos,36.2661445,-105.7945633,.
L283331,Taos,36.2696049,-105.7868464,.
L371424,Garfield,36.3051655,-98.0574417,.
L281917,Taos,36.3122864,-105.7634258,.
L859782,Noble,36.3751329,-97.0930481,.
L470160,Tulsa,36.4089878,-95.8198357,.
L446594,Woodward,36.454206,-99.296236,.
L376971,Taos,36.5336399,-105.6668472,.
L376246,Taos,36.5341227,-105.6672764,.
L366243,Woodward,36.5350192,-99.574585,.
L3067622,Colfax,36.5690629,-104.5865929,.
L478951,San_Juan,36.5911358,-108.054142,.
L112964,Woods,36.69564,-98.98288,.
L469893,San_Juan,36.723269,-107.8294373,.
L469924,San_Juan,36.7242665,-107.8176355,.
L737398,Cimarron,36.7295292,-102.5132132,.
L421241,San_Juan,36.7326935,-108.1698418,.
L469965,San_Juan,36.7632979,-107.7407742,.
L373158,Harper,36.7689532,-99.3783545,.
L469891,San_Juan,36.8070857,-107.6260185,.
L469966,San_Juan,36.8114837,-107.6705647,.
L2751962,Beaver,36.843791,-100.5155119,.
L275551,Osage,36.8474481,-96.3839309,.
L129134,Cimarron,36.9314003,-102.9968033,.
L477353,San_Juan,36.9683361,-107.8732675,.
L436625,Colfax,36.987814,-104.405694,.
L1675878,Morton,37.0740167,-101.7837,.
L376602,Sumner,37.1837066,-97.1955299,.
L167237,Neosho,37.49596,-95.13826,.
L361133,Sedgwick,37.6688942,-97.2183019,.
L150735,Sedgwick,37.66927,-97.217735,.
L150732,Sedgwick,37.69221,-97.33752,.
L467795,Butler,37.8736339,-96.7556477,.
L111746,Stafford,38.03468,-98.74276,.
L473951,Harvey,38.075511,-97.3371613,.
L1283484,Stafford,38.1430034,-98.4922493,.
L139987,Osage,38.5,-95.7166672,.
L457423,Osage,38.5116391,-95.710144,.
L632903,Osage,38.5149971,-95.7016897,.
L378206,Johnson,38.81081,-94.92714,.
L392019,Johnson,38.8382368,-94.7524452,.
L280664,Douglas,38.9117,-95.39055,.
L420316,Johnson,38.9937138,-94.6796501,.
L468297,Douglas,39.0037611,-95.2054596,.
L304591,Johnson,39.0072953,-94.8150625,.
L149656,Johnson,39.0081062,-94.6858521,.
L180348,Shawnee,39.013157,-95.63456,.
L304871,Shawnee,39.0291369,-95.6976153,.
L468288,Douglas,39.0398196,-95.2008247,.
L468399,Jefferson,39.1538046,-95.4782188,.
L111668,Cloud,39.47627,-97.64484,.
L276871,Lea,32.0999829,-103.1900573,.
L551416,Dona_Ana,32.2703154,-106.8274713,.
L460954,Dona_Ana,32.2719528,-106.7806345,.
L625795,Dona_Ana,32.3616667,-106.815,.
L526060,Luna,32.5012204,-107.9174137,.
L112571,Grant,32.5378,-108.35512,.
L609286,Dona_Ana,32.6424104,-107.2529125,.
L609301,Dona_Ana,32.6557079,-107.0785046,.
L619069,Hidalgo,32.6558885,-108.9561367,.
L619509,Hidalgo,32.6561414,-108.9569092,.
L619526,Hidalgo,32.6942881,-109.0302944,.
L619076,Hidalgo,32.6951188,-109.035573,.
L285435,Grant,32.7068785,-108.2850291,.
L285541,Grant,32.7071886,-108.2842994,.
L713717,Sierra,32.8676568,-107.3052585,.
L550371,Grant,32.90944,-108.00292,.
L599065,Sierra,32.9229698,-107.6237869,.
L281271,Grant,32.9231651,-108.2129534,.
L565566,Chaves,32.9328216,-105.2752984,.
L627541,Sierra,32.9435727,-107.3077047,.
L1668894,Sierra,32.9514572,-107.3028553,.
L627533,Sierra,32.9574013,-107.3021793,.
L524034,Grant,32.9758361,-108.5730743,.
L1327457,Grant,33.1685772,-108.2077133,.
L550220,Catron,33.2372517,-108.2785034,.
L617619,Otero,33.2953998,-105.6901073,.
L281051,Sierra,33.3130281,-107.1901588,.
L438935,Catron,33.4126723,-108.9275444,.
L550260,Catron,33.4144993,-108.9122128,.
L682279,McCurtain,33.7484167,-94.6419444,.
L876716,Socorro,33.7831424,-106.8928528,.
L510961,Bryan,33.7922731,-96.2216949,.
L478220,Socorro,33.8263623,-106.8813729,.
L508906,Socorro,33.8892275,-106.8701077,.
L516223,Roosevelt,33.9215152,-103.6491555,.
L493833,Marshall,33.9883492,-96.6336823,.
L493605,Bryan,34.0675207,-96.3332748,.
L502922,Bryan,34.0825215,-96.3974762,.
L807079,Socorro,34.1212909,-106.8896341,.
L507875,Johnston,34.198528,-96.6456985,.
L623073,Curry,34.4649572,-103.1072044,.
L589537,Guadalupe,34.4753457,-105.0889117,.
L581559,Guadalupe,34.5380961,-104.9429083,.
L591388,Guadalupe,34.5381138,-104.9426186,.
L716958,Torrance,34.6455659,-106.3453388,.
L1070934,Comanche,34.7112086,-98.6755943,.
L322574,Comanche,34.7243768,-98.7028187,.
L2227176,Valencia,34.7900345,-106.69424,.
L458826,Valencia,34.8255002,-106.7060423,.
L457424,Valencia,34.8358921,-106.709218,.
L274913,Bernalillo,35.0146014,-106.6883904,.
L514095,Bernalillo,35.0214917,-106.5974236,.
L293270,Cibola,35.0648484,-107.5935003,.
L606422,Bernalillo,35.0789687,-106.6689205,.
L247161,Bernalillo,35.0813879,-106.6462659,.
L629084,Bernalillo,35.0902217,-106.6812211,.
L611745,Bernalillo,35.0931999,-106.6808349,.
L502714,Bernalillo,35.0974881,-106.6891701,.
L599254,Bernalillo,35.1304562,-106.6837692,.
L469101,Bernalillo,35.1307282,-106.685164,.
L499832,Bernalillo,35.1324743,-106.6908073,.
L1045210,Bernalillo,35.1484858,-106.6670859,.
L199607,Bernalillo,35.1574077,-106.5337863,.
L555460,Cleveland,35.2106377,-97.2505689,.
L503975,Sandoval,35.226,-106.598,.
L549151,Cleveland,35.2286539,-97.2197771,.
L560003,Cleveland,35.2297056,-97.3016167,.
L589824,Cleveland,35.2368215,-97.223103,.
L607869,Cleveland,35.2371194,-97.4108899,.
L629113,Sandoval,35.2455139,-106.6631269,.
L629112,Sandoval,35.2487909,-106.6629338,.
L629118,Sandoval,35.249965,-106.6811085,.
L548563,Sandoval,35.2603906,-106.5968013,.
L604454,McIntosh,35.2873,-95.58246,.
L497449,Sandoval,35.2875961,-106.5945053,.
L690029,Sandoval,35.3294231,-106.5596581,.
L484406,Le_Flore,35.3448152,-94.7742462,.
L499456,Sequoyah,35.3545462,-94.7778511,.
L483634,Sequoyah,35.3968865,-94.7733879,.
L598798,Sequoyah,35.4382955,-94.9716568,.
L588835,Oklahoma,35.46538,-97.5174218,.
L457891,Oklahoma,35.4794474,-97.5046331,.
L682213,Canadian,35.4932778,-97.6888333,.
L520813,Oklahoma,35.5062385,-97.5795364,.
L622168,San_Miguel,35.5188143,-105.1764107,.
L2426516,San_Miguel,35.5201378,-105.1804915,.
L604282,Sandoval,35.522866,-106.3504028,.
L279436,San_Miguel,35.5368764,-105.1623105,.
L2376619,San_Miguel,35.5441647,-105.1827621,.
L625056,Santa_Fe,35.5590434,-106.1129951,.
L559814,Santa_Fe,35.6026719,-106.1217713,.
L457473,Oklahoma,35.6072167,-97.6092553,.
L1877365,Santa_Fe,35.6185278,-106.0875262,.
L595064,Roger_Mills,35.62,-99.801,.
L598796,Muskogee,35.6239541,-95.1640892,.
L525382,Santa_Fe,35.6669894,-106.0668182,.
L357151,Oklahoma,35.6861107,-97.5018811,.
L592352,Santa_Fe,35.6880452,-105.8309984,.
L600369,Los_Alamos,35.8809139,-106.3028526,.
L478263,Wagoner,35.9117851,-95.4162598,.
L246945,Wagoner,35.9158057,-95.3412858,.
L510592,McKinley,35.9275637,-109.0417099,.
L157913,Sandoval,35.960583,-106.48966,.
L512770,Tulsa,35.9871741,-95.9056664,.
L483600,Tulsa,36.0227938,-95.9050655,.
L467421,Tulsa,36.0240216,-95.9026247,.
L523881,Tulsa,36.0246941,-95.9510171,.
L595059,Tulsa,36.0272017,-95.9589243,.
L586080,Tulsa,36.0456985,-95.9244418,.
L1201146,Harding,36.0760197,-104.2159653,.
L286699,Tulsa,36.1273683,-95.7692549,.
L512100,Rio_Arriba,36.1380913,-106.0115325,.
L154011,Tulsa,36.15399,-95.99277,.
L1675769,Rio_Arriba,36.198365,-105.8879471,.
L720137,Rio_Arriba,36.2158694,-106.2450135,.
L508573,Rio_Arriba,36.2171331,-105.8747292,.
L600976,Tulsa,36.2223957,-95.9239483,.
L624165,Tulsa,36.24199,-95.97588,.
L1052983,Mayes,36.2442732,-95.1842809,.
L625365,Tulsa,36.2643452,-95.8488464,.
L509914,Rogers,36.2995021,-95.7745814,.
L376086,Tulsa,36.3367001,-95.9020615,.
L1135413,Colfax,36.345185,-104.899466,.
L358225,Noble,36.4037378,-97.0721054,.
L689275,Colfax,36.5699073,-104.5865822,.
L689279,Colfax,36.5753011,-104.6554399,.
L620688,Colfax,36.5811426,-104.5795441,.
L1414701,Colfax,36.6054787,-104.6393876,.
L613916,Delaware,36.626343,-94.8999453,.
L513219,Kay,36.6659405,-97.3180103,.
L610742,Kay,36.6706219,-97.2084045,.
L754708,Taos,36.7064551,-105.45035,.
L599911,Cimarron,36.7323152,-102.4919271,.
L631964,Alfalfa,36.7859167,-98.1810379,.
L512414,Osage,36.8460405,-96.4227962,.
L471885,Cimarron,36.8477577,-102.8752899,.
L601102,Colfax,36.8508312,-104.1417646,.
L595240,Rio_Arriba,36.8971945,-107.0068359,.
L600654,Colfax,36.9022565,-104.1117668,.
L167794,Colfax,36.98798,-104.37197,.
L111718,Morton,37.18908,-101.79758,.
L111749,Sumner,37.23476,-97.47097,.
L111671,Cowley,37.23643,-96.82787,.
L471436,Sedgwick,37.5505658,-97.2885704,.
L516630,Sedgwick,37.554279,-97.258481,.
L931037,Sedgwick,37.5660451,-97.2886992,.
L607724,Sedgwick,37.5691065,-97.2544098,.
L593888,Sedgwick,37.57778,-97.3008442,.
L517793,Sedgwick,37.5803308,-97.2629285,.
L562685,Sedgwick,37.649102,-97.3389101,.
L562678,Sedgwick,37.6659536,-97.4295473,.
L603898,Sedgwick,37.7141771,-97.3461628,.
L599873,Sedgwick,37.7510027,-97.4460268,.
L587160,Sedgwick,37.7533355,-97.442615,.
L600453,Sedgwick,37.7619451,-97.346549,.
L589860,Sedgwick,37.7664403,-97.3191261,.
L610043,Sedgwick,37.7818407,-97.4113083,.
L616404,Sedgwick,37.808699,-97.4501038,.
L516778,Butler,37.8596757,-96.8032837,.
L516381,Harvey,38.0601804,-97.3631465,.
L506313,Anderson,38.1483276,-95.2800894,.
L111669,Coffey,38.23302,-95.72764,.
L165182,Coffey,38.2521986,-95.7459305,.
L632882,Coffey,38.2739688,-95.7113457,.
L1001127,Coffey,38.2788875,-95.7065392,.
L390612,Miami,38.4088096,-94.6593189,.
L493920,Barton,38.4481945,-98.5363984,.
L522126,Barton,38.4996163,-98.7240028,.
L492351,Osage,38.5476284,-95.6929779,.
L111723,Osage,38.64641,-95.72378,.
L820699,Scott,38.6785416,-100.9176636,.
L454321,Saline,38.8275392,-97.8176308,.
L1067745,Johnson,38.8498352,-94.6785235,.
L2703141,Johnson,38.8596941,-94.6605206,.
L612074,Wabaunsee,38.8644392,-96.1936712,.
L595927,Douglas,38.9019213,-95.4432106,.
L480981,Douglas,38.908654,-95.3669329,.
L486975,Douglas,38.9155462,-95.3178549,.
L820713,Logan,38.9185514,-101.370163,.
L491542,Douglas,38.9188185,-95.3561783,.
L481136,Douglas,38.9251289,-95.3298604,.
L481133,Douglas,38.93345,-95.351361,.
L513529,Douglas,38.936613,-95.3685165,.
L420549,Johnson,38.96358,-94.8432541,.
L454413,Douglas,38.9686602,-95.2513522,.
L520997,Johnson,38.9695527,-94.7557068,.
L130770,Douglas,38.9716988,-95.2352524,.
L502950,Douglas,38.9778937,-95.2144504,.
L612070,Wabaunsee,38.9796952,-96.2610483,.
L481479,Douglas,38.9901365,-95.2095365,.
L480956,Douglas,38.9910371,-95.2059746,.
L501727,Johnson,39.0085633,-94.8827147,.
L2226234,Johnson,39.009093,-94.882159,.
L499700,Douglas,39.012048,-95.2931571,.
L242833,Wabaunsee,39.0167,-96.28917,.
L111742,Shawnee,39.0383,-95.76454,.
L752411,Shawnee,39.0428195,-95.7550603,.
L504897,Jefferson,39.0457193,-95.2009535,.
L124640,Shawnee,39.0483,-95.67806,.
L514250,Jefferson,39.0484523,-95.1925099,.
L675878,Shawnee,39.0568906,-95.7769418,.
L624354,Shawnee,39.0678802,-95.7533169,.
L1025435,Geary,39.0730445,-96.9248199,.
L1309689,Geary,39.0832166,-96.8978605,.
L522413,Shawnee,39.0905005,-95.8672142,.
L489039,Leavenworth,39.1020244,-95.17838,.
L1849931,Riley,39.1025909,-96.5845903,.
L596391,Jefferson,39.1080521,-95.4359365,.
L509783,Jefferson,39.1144788,-95.4214096,.
