ID1,ID2,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,Eref,CMD,MAR,RH
New_Mexico,Catron,33.688053,-108.616791,.,12.9,24.3,2.8,21.4,561,288,40.8,84.2,112,3173,2445,566,229,134,295,161,15,-27.1,39.5,1437,900,19.7,45
New_Mexico,Chaves,33.434077,-104.410843,.,19.5,32.2,7.2,25,292,208,101.1,155.2,31,5330,1336,1892,276,93,303,210,0,-22.3,49.6,1836,1544,19,42
New_Mexico,Cibola,35.133964,-107.781639,.,13.9,27.3,2.3,24.9,265,170,90.2,160,120,3557,2379,872,230,121,292,171,5,-27.8,41.8,1482,1216,19.7,44
New_Mexico,Colfax,36.566463,-104.707718,.,14,26.6,2.6,24,382,292,62.8,91.1,113,3692,2327,893,223,112,292,180,3,-29.8,44,1480,1098,18.2,42
New_Mexico,Curry,34.424058,-103.164322,.,18.2,30.9,6.7,24.2,405,281,69.6,109.7,39,4978,1525,1629,273,99,306,207,1,-21.3,48.6,1645,1238,18.6,47
New_Mexico,De_Baca,34.510283,-104.296249,.,18.6,31.2,6.8,24.4,328,229,87,136.3,35,5013,1446,1675,277,97,305,208,0,-21.6,47.8,1698,1369,18.6,45
New_Mexico,Dona_Ana,32.293168,-106.828468,.,20.5,32.1,9,23.1,223,142,137.1,225.6,18,5690,1043,1961,311,78,318,240,0,-16.7,46.9,1901,1678,19.5,44
New_Mexico,Eddy,32.319977,-104.356773,.,20.8,32.7,8.9,23.7,301,219,102.2,149,19,5776,1061,2084,311,80,318,238,0,-16.7,49.7,1839,1538,19.3,47
New_Mexico,Grant,32.867254,-108.421112,.,16.5,27.8,6.4,21.4,457,264,57.9,105.5,42,4266,1648,1078,271,109,308,198,2,-21.6,42.4,1671,1216,20.1,44
New_Mexico,Guadalupe,34.91871,-104.703156,.,18.1,30.5,6.8,23.8,355,244,79.4,125.3,36,4860,1490,1569,280,97,307,210,1,-20.9,47.3,1670,1317,18.6,45
New_Mexico,Harding,35.848679,-103.949402,.,15.7,28.5,4.5,24,399,290,64.3,98.1,73,4181,1992,1163,249,107,300,192,2,-24.6,45.1,1496,1098,18.4,47
New_Mexico,Hidalgo,32.204232,-108.819214,.,19.8,31.8,8.6,23.1,289,172,103,184.6,21,5430,1146,1796,300,84,318,234,0,-17.6,46.5,1912,1624,19.8,42
New_Mexico,Lea,32.917478,-103.305954,.,19.8,32,8,24,331,236,90.1,135.6,26,5439,1246,1921,288,91,309,219,0,-20,50.3,1789,1459,19.1,46
New_Mexico,Lincoln,33.539585,-105.592041,.,14.8,25.7,4.9,20.8,427,310,58.2,82.9,63,3742,1978,857,247,114,295,182,2,-24.4,42.3,1578,1150,19.2,43
New_Mexico,Los_Alamos,35.792681,-106.247116,.,14.8,27.9,3,24.9,392,236,63.2,118.5,99,3822,2185,1005,254,106,300,194,6,-24.7,43,1451,1058,18.9,49
New_Mexico,Luna,32.190488,-107.644951,.,19.6,31.5,8.3,23.2,268,172,110.3,182.7,23,5359,1183,1758,300,84,316,231,0,-18.3,46.2,1880,1612,19.6,43
New_Mexico,McKinley,35.439883,-108.673958,.,12.7,26.5,1,25.5,350,159,64.8,166.6,169,3245,2689,744,216,132,291,159,19,-30.2,41.5,1403,1053,18.5,45
New_Mexico,Mora,35.909131,-104.987236,.,13,25,2.6,22.4,454,334,50.8,74.7,118,3252,2467,679,222,120,291,171,5,-29.1,42.2,1416,962,18.8,43
New_Mexico,Otero,33.015451,-105.92247,.,18.3,29.3,7.6,21.8,358,238,79,123.4,29,4905,1348,1481,300,87,315,229,1,-18.2,45.3,1739,1382,19.2,46
New_Mexico,Quay,35.246919,-103.57177,.,18.3,31.4,6.5,24.8,376,265,75.3,118.4,40,5018,1532,1671,273,98,306,208,1,-21.5,48.3,1627,1252,18.4,47
New_Mexico,Rio_Arriba,36.184878,-106.140785,.,14.4,27.5,2.2,25.3,282,175,86.7,157.5,109,3729,2243,941,239,107,296,188,4,-27.9,43.8,1490,1209,18.4,45
New_Mexico,Roosevelt,33.811188,-103.366173,.,18.4,30.9,6.8,24.1,355,253,80.1,122.2,36,4967,1474,1656,273,98,305,207,0,-21.7,49.1,1690,1336,18.9,46
New_Mexico,San_Juan,36.742995,-108.165901,.,15.5,30.6,2.1,28.6,210,87,121.5,350.2,114,4235,2191,1280,250,105,300,195,6,-25.4,46.7,1511,1303,18.9,47
New_Mexico,San_Miguel,35.545661,-104.929588,.,13.6,25.6,3,22.6,440,316,53.7,80.9,102,3417,2339,767,238,119,296,177,4,-26.3,42.3,1417,977,18.8,47
New_Mexico,Sandoval,35.421975,-106.521378,.,16.3,29.7,4.2,25.5,282,170,93.4,174.5,70,4304,1887,1273,266,102,303,201,2,-23.1,44,1557,1274,19,48
New_Mexico,Santa_Fe,35.694122,-106.014008,.,14,26.9,2.5,24.4,341,218,70.5,123.4,114,3600,2325,878,248,110,299,189,5,-25.3,42.6,1400,1058,18.8,50
New_Mexico,Sierra,33.050591,-107.260078,.,19.6,31.5,8.3,23.2,263,179,112.6,176,23,5372,1189,1776,306,82,318,236,0,-17.4,45.9,1819,1557,19.1,45
New_Mexico,Socorro,33.911605,-106.875786,.,18.3,30.8,6.2,24.6,226,146,124.9,211.2,39,4912,1480,1563,271,94,304,210,1,-22.7,46.4,1800,1573,19.2,41
New_Mexico,Taos,36.392607,-105.675446,.,13,25.8,0.9,24.9,299,175,77,147.2,158,3341,2553,755,223,112,292,180,9,-30.8,43.2,1441,1142,18.2,43
New_Mexico,Torrance,34.637652,-106.221405,.,14.4,27.1,3,24.1,360,221,67.7,122.4,99,3695,2219,910,233,115,293,178,6,-27,42.7,1560,1199,19.1,42
New_Mexico,Union,36.573759,-103.33709,.,15.1,28.2,4,24.2,398,287,63.1,98.4,88,4042,2133,1118,239,109,297,188,2,-26.3,45.8,1450,1052,17.8,47
New_Mexico,Valencia,34.711184,-106.750275,.,17.1,30.7,4.7,26,214,134,126.9,228.4,58,4562,1733,1417,255,100,299,199,1,-25.4,45.3,1711,1497,18.9,41
Oklahoma,Alfalfa,36.7734,-98.190437,.,18.9,34.4,4.7,29.7,697,399,41.5,86.3,67,5340,1697,2065,271,81,309,228,2,-21.7,51.9,1473,778,16.1,56
Oklahoma,Atoka,34.473488,-96.048653,.,20.4,34.1,7.5,26.6,1047,505,29,67.5,29,5738,1243,2129,297,68,317,249,1,-17.5,48.8,1521,527,16,59
Oklahoma,Beaver,36.838668,-100.565102,.,17.9,32.8,4.4,28.3,517,327,54.1,100.1,75,5010,1825,1835,250,97,301,203,2,-24.3,51.5,1521,1003,17.3,50
Oklahoma,Beckham,35.231178,-99.907379,.,19.7,34.1,6.8,27.2,576,352,51.6,96.8,39,5533,1433,2084,284,85,311,226,1,-19.7,52.1,1592,1015,17.4,53
Oklahoma,Blaine,35.949627,-98.501862,.,19.2,34.2,5.7,28.5,688,398,42.4,86,54,5384,1585,2043,278,81,311,231,2,-20.6,51.4,1492,806,16.7,57
Oklahoma,Bryan,34.026857,-96.414719,.,20.8,34.4,8.2,26.2,1043,517,29.5,66.6,25,5884,1162,2207,301,67,319,251,1,-16.5,49.2,1562,540,16,58
Oklahoma,Caddo,35.26587,-98.422241,.,19.8,34.6,6.4,28.2,715,417,41.7,83.1,43,5560,1456,2126,287,77,313,236,1,-19.6,51.8,1545,830,16.8,56
Oklahoma,Canadian,35.492622,-97.719864,.,19.7,34.3,6.3,27.9,800,462,37.1,74.1,43,5536,1454,2094,290,73,316,242,1,-19.1,50.5,1477,677,16.3,59
Oklahoma,Carter,34.188214,-97.081375,.,21,34.9,8.3,26.5,884,438,35.1,79.5,25,5945,1151,2257,303,67,320,253,1,-16.2,50,1559,675,16.2,59
Oklahoma,Cherokee,35.914855,-95.223869,.,19.4,33.3,6.2,27,1091,515,27,64.6,44,5438,1461,2007,287,72,314,242,2,-19.7,48.5,1448,472,15.3,59
