ID1,ID2,lat,long,alt
New_Mexico,San_Miguel,35.54566128,-104.9295862,.
New_Mexico,Sandoval,35.42197505,-106.5213749,.
New_Mexico,Santa_Fe,35.69412215,-106.0140078,.
New_Mexico,Sierra,33.05059089,-107.2600811,.
New_Mexico,Socorro,33.91160538,-106.8757852,.
New_Mexico,Taos,36.39260722,-105.675449,.
New_Mexico,Torrance,34.63765154,-106.2214085,.
New_Mexico,Union,36.57375853,-103.3370933,.
New_Mexico,Valencia,34.71118414,-106.7502762,.
Oklahoma,Alfalfa,36.7734003,-98.19043578,.
Oklahoma,Atoka,34.4734882,-96.04865225,.
Oklahoma,Beaver,36.83866766,-100.5651042,.
Oklahoma,Beckham,35.23117785,-99.90737735,.
Oklahoma,Blaine,35.94962712,-98.50186441,.
Oklahoma,Bryan,34.02685665,-96.4147185,.
Oklahoma,Caddo,35.26587034,-98.42223932,.
Oklahoma,Canadian,35.4926225,-97.71986108,.
Oklahoma,Carter,34.18821357,-97.08137321,.
Oklahoma,Cherokee,35.91485516,-95.22386702,.
Oklahoma,Choctaw,33.9917651,-95.2612495,.
Oklahoma,Cimarron,36.81019865,-102.6785187,.
Oklahoma,Cleveland,35.2347875,-97.39691721,.
Oklahoma,Coal,34.5062791,-96.0969973,.
Oklahoma,Comanche,34.70103068,-98.53485328,.
Oklahoma,Cotton,34.2028188,-98.4704826,.
Oklahoma,Creek,36.00632796,-96.410692,.
Oklahoma,Custer,35.54709972,-98.9281513,.
Oklahoma,Delaware,36.52198359,-94.8086734,.
Oklahoma,Dewey,35.9968965,-99.1344452,.
Oklahoma,Garfield,36.33324233,-97.9761447,.
Oklahoma,Garvin,34.77699095,-97.13054795,.
Oklahoma,Grady,35.01230908,-97.83414398,.
Oklahoma,Grant,36.81095703,-97.97319327,.
Oklahoma,Greer,34.92191646,-99.3158566,.
Oklahoma,Harmon,34.72510395,-99.87086895,.
Oklahoma,Harper,36.81867048,-99.7626454,.
Oklahoma,Jackson,34.58667066,-99.44040485,.
Oklahoma,Jefferson,34.0746,-97.83082,.
Oklahoma,Johnston,34.20447051,-96.6475011,.
Oklahoma,Kay,36.72287443,-97.18602042,.
Oklahoma,Kingfisher,35.94429835,-97.86352765,.
Oklahoma,Kiowa,34.78995169,-99.05948776,.
Oklahoma,Le_Flore,35.142365,-94.77544785,.
Oklahoma,Lincoln,35.69426,-97.06341,.
Oklahoma,Logan,35.9924111,-97.46776315,.
Oklahoma,Major,36.2451039,-98.1756306,.
Oklahoma,Marshall,33.98906745,-96.69585607,.
Oklahoma,Mayes,36.2169469,-95.25863027,.
Oklahoma,McClain,35.21663505,-97.5754476,.
Oklahoma,McCurtain,33.74389211,-94.65439007,.
Oklahoma,McIntosh,35.3784987,-95.56120759,.
Oklahoma,Murray,34.43295185,-97.10753215,.
Oklahoma,Muskogee,35.70230657,-95.2182092,.
Oklahoma,Noble,36.38120913,-97.11655523,.
Oklahoma,Nowata,36.6891557,-95.5577409,.
Oklahoma,Okfuskee,35.4742465,-96.30261383,.
Oklahoma,Oklahoma,35.54662961,-97.58491431,.
Oklahoma,Osage,36.75415197,-96.46452733,.
Oklahoma,Ottawa,36.7985467,-94.7539504,.
Oklahoma,Pawnee,36.42291584,-96.9581426,.
Oklahoma,Payne,36.134374,-97.08794866,.
Oklahoma,Pittsburg,34.98906645,-95.87688545,.
Oklahoma,Pushmataha,34.1685294,-95.6859827,.
Oklahoma,Roger_Mills,35.71420323,-99.81921893,.
Oklahoma,Rogers,36.30182908,-95.75380353,.
Oklahoma,Seminole,35.1358249,-96.5600395,.
Oklahoma,Sequoyah,35.4554263,-94.92410404,.
Oklahoma,Stephens,34.56310135,-97.80415715,.
Oklahoma,Texas,36.66740234,-101.3850295,.
Oklahoma,Tillman,34.28389653,-98.94273614,.
Oklahoma,Tulsa,36.18781255,-95.91116588,.
Oklahoma,Wagoner,35.90145354,-95.38024645,.
Oklahoma,Washington,36.70765941,-95.91554285,.
Oklahoma,Washita,35.35248152,-98.77220576,.
Oklahoma,Woods,36.69564,-98.98288,.
Oklahoma,Woodward,36.4793699,-99.43679269,.
